"ID";"Codigo";"Link";"Nombre";"Descripcion/Obervaciones";"Tipo";"ProcedenciaOC";"EsTratoDirecto";"EsCompraAgil";"CodigoTipo";"CodigoAbreviadoTipoOC";"DescripcionTipoOC";"codigoEstado";"Estado";"codigoEstadoProveedor";"EstadoProveedor";"FechaCreacion";"FechaEnvio";"FechaSolicitudCancelacion";"fechaUltimaModificacion";"FechaAceptacion";"FechaCancelacion";"tieneItems";"PromedioCalificacion";"CantidadEvaluacion";"MontoTotalOC";"TipoMonedaOC";"MontoTotalOC_PesosChilenos";"Impuestos";"TipoImpuesto";"Descuentos";"Cargos";"TotalNetoOC";"CodigoUnidadCompra";"RutUnidadCompra";"UnidadCompra";"CodigoOrganismoPublico";"OrganismoPublico";"sector";"ActividadComprador";"CiudadUnidadCompra";"RegionUnidadCompra";"PaisUnidadCompra";"CodigoSucursal";"RutSucursal";"Sucursal";"CodigoProveedor";"NombreProveedor";"ActividadProveedor";"ComunaProveedor";"RegionProveedor";"PaisProveedor";"Financiamiento";"PorcentajeIva";"Pais";"TipoDespacho";"FormaPago";"CodigoLicitacion";"Codigo_ConvenioMarco";"IDItem";"codigoCategoria";"Categoria";"codigoProductoONU";"NombreroductoGenerico";"RubroN1";"RubroN2";"RubroN3";"EspecificacionComprador";"EspecificacionProveedor";"cantidad";"UnidadMedida";"monedaItem";"precioNeto";"totalCargos";"totalDescuentos";"totalImpuestos";"totalLineaNeto";"Forma de Pago"
49895101;"1212563-8-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-8-SE24";" SERVICIO ARRIENDO DE MAQUINARIA INCENDIO 2024";"SE REQUIERE CONTRATAR SERVICIO DE MAQUINARIAS PARA EJETUCAR LABORES EN SECTORES AFECTADOS DEL INCENDIO INTERCOMUNAL 2024 REGION VALPARAÍSO Y EN PARTICULAR EN  LA COMUNA QUILPUE SEGÚN ALFA 39-C, DS 83, 84 Y 147 DEL MINISTERIO DEL INTERIOR";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-16";"2024-09-03";"2024-07-12";"2024-09-03";"2024-09-03";NA;1;0;0;465908800;"CLP";465908800;74388800;"IVA";0;0;391520000;1212563;"60.511.050-9";"UNIDAD PROEMPLEO";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"";"Valparaíso";"Región de Valparaíso ";"CL";1293779;"77.337.119-9";"SAN NICOLAS";1879111;"SAN NICOLAS SPA";"PREPARACION DEL TERRENO";"Coronel";"Región del Biobío ";"Chile";"188";19;"CL";22;39;"";NA;133723012;24101500;"Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Camiones, carros y carretillas industriales";24101510;"Camión volcador";"Equipamiento para manejo y estiba de materiales";"Maquinaria para manejo de materiales";"Camiones, carros y carretillas industriales";"SERVICIO ARRIENDO CAMIONES TOLVA (20) CON OPERADOR Y COMBUSTIBLE POR 14 DÍAS Y 8 HORAS DIRARIAS.

267 JORNADAS DE CAMIONES TOLVA SEGÚN DETALLE PLANILLA ADJUNTA.";"SERVICIO ARRIENDO CAMIONES TOLVA (20) CON OPERADOR Y COMBUSTIBLE POR 14 DÍAS Y 8 HORAS DIRARIAS.

267 JORNADAS DE CAMIONES TOLVA SEGÚN DETALLE PLANILLA ADJUNTA.";267;"Unidad no definida";"CLP";880000;0;0;0;234960000;"Otro, Ver Instrucciones"
49895101;"1212563-8-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-8-SE24";" SERVICIO ARRIENDO DE MAQUINARIA INCENDIO 2024";"SE REQUIERE CONTRATAR SERVICIO DE MAQUINARIAS PARA EJETUCAR LABORES EN SECTORES AFECTADOS DEL INCENDIO INTERCOMUNAL 2024 REGION VALPARAÍSO Y EN PARTICULAR EN  LA COMUNA QUILPUE SEGÚN ALFA 39-C, DS 83, 84 Y 147 DEL MINISTERIO DEL INTERIOR";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-16";"2024-09-03";"2024-07-12";"2024-09-03";"2024-09-03";NA;1;0;0;465908800;"CLP";465908800;74388800;"IVA";0;0;391520000;1212563;"60.511.050-9";"UNIDAD PROEMPLEO";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"";"Valparaíso";"Región de Valparaíso ";"CL";1293779;"77.337.119-9";"SAN NICOLAS";1879111;"SAN NICOLAS SPA";"PREPARACION DEL TERRENO";"Coronel";"Región del Biobío ";"Chile";"188";19;"CL";22;39;"";NA;133723011;22101500;"Maquinaria para construcción y edificación / Maquinaria pesada de construcción / Maquinaria pesada";22101509;"Retroexcavadoras";"Maquinaria para construcción y edificación";"Maquinaria pesada de construcción";"Maquinaria pesada";"SERVICIO ARRIENDO RETROEXCAVADORA (5) CON OPERADOR Y COMBUSTIBLE POR 14 DIAS Y 8 HORAS DIARIAS.

67 JORNADAS DE RETROEXCABADORAS SEGÚN DETALLE PLANILLA ADJUNTA.";"SERVICIO ARRIENDO RETROEXCAVADORA (5) CON OPERADOR Y COMBUSTIBLE POR 14 DIAS Y 8 HORAS DIARIAS.

67 JORNADAS DE RETROEXCABADORAS SEGÚN DETALLE PLANILLA ADJUNTA.";67;"Unidad no definida";"CLP";880000;0;0;0;58960000;"Otro, Ver Instrucciones"
49895101;"1212563-8-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-8-SE24";" SERVICIO ARRIENDO DE MAQUINARIA INCENDIO 2024";"SE REQUIERE CONTRATAR SERVICIO DE MAQUINARIAS PARA EJETUCAR LABORES EN SECTORES AFECTADOS DEL INCENDIO INTERCOMUNAL 2024 REGION VALPARAÍSO Y EN PARTICULAR EN  LA COMUNA QUILPUE SEGÚN ALFA 39-C, DS 83, 84 Y 147 DEL MINISTERIO DEL INTERIOR";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-16";"2024-09-03";"2024-07-12";"2024-09-03";"2024-09-03";NA;1;0;0;465908800;"CLP";465908800;74388800;"IVA";0;0;391520000;1212563;"60.511.050-9";"UNIDAD PROEMPLEO";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"";"Valparaíso";"Región de Valparaíso ";"CL";1293779;"77.337.119-9";"SAN NICOLAS";1879111;"SAN NICOLAS SPA";"PREPARACION DEL TERRENO";"Coronel";"Región del Biobío ";"Chile";"188";19;"CL";22;39;"";NA;133723010;27112000;"Herramientas y maquinaria en general / Herramientas manuales / Herramientas de jardinería";27112013;"Excavadora de hoyos para postes";"Herramientas y maquinaria en general";"Herramientas manuales";"Herramientas de jardinería";"SERVICIO ARRIENDO  EXCAVADORA  (1) CON OPERADOR Y COMBUSTIBLE POR 14 DÍAS Y 8 HORAS DIARIAS.

14 JORNADAS DE ESCAVADORA  SEGÚN DETALLE PLANILLA ADJUNTA.";"SERVICIO ARRIENDO  EXCAVADORA (1) CON OPERADOR Y COMBUSTIBLE POR 14 DÍAS Y 8 HORAS DIARIAS.

14 JORNADAS DE ESCAVADORA  SEGÚN DETALLE PLANILLA ADJUNTA.";14;"Unidad no definida";"CLP";1280000;0;0;0;17920000;"Otro, Ver Instrucciones"
49895101;"1212563-8-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-8-SE24";" SERVICIO ARRIENDO DE MAQUINARIA INCENDIO 2024";"SE REQUIERE CONTRATAR SERVICIO DE MAQUINARIAS PARA EJETUCAR LABORES EN SECTORES AFECTADOS DEL INCENDIO INTERCOMUNAL 2024 REGION VALPARAÍSO Y EN PARTICULAR EN  LA COMUNA QUILPUE SEGÚN ALFA 39-C, DS 83, 84 Y 147 DEL MINISTERIO DEL INTERIOR";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-16";"2024-09-03";"2024-07-12";"2024-09-03";"2024-09-03";NA;1;0;0;465908800;"CLP";465908800;74388800;"IVA";0;0;391520000;1212563;"60.511.050-9";"UNIDAD PROEMPLEO";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"";"Valparaíso";"Región de Valparaíso ";"CL";1293779;"77.337.119-9";"SAN NICOLAS";1879111;"SAN NICOLAS SPA";"PREPARACION DEL TERRENO";"Coronel";"Región del Biobío ";"Chile";"188";19;"CL";22;39;"";NA;133723009;22101500;"Maquinaria para construcción y edificación / Maquinaria pesada de construcción / Maquinaria pesada";22101509;"Retroexcavadoras";"Maquinaria para construcción y edificación";"Maquinaria pesada de construcción";"Maquinaria pesada";"SERVICIO TRASLADO TRASLADO IDA Y VUELTA EXCAVADORA (1) Y SKIDDER (1)";"SERVICIO TRASLADO IDA Y VUELTA EXCAVADORA (1) Y SKIDDER (1)";2;"Unidad no definida";"CLP";5e+06;0;0;0;1e+07;"Otro, Ver Instrucciones"
49897893;"1042-7-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1042-7-SE24";"VUELOS ISLAS STA MARIA Y MOCHA DESDE 1042-2-LE24";"Pago a través de factura electrónica que debe indicar Obligatoriamente 
UNIDAD DE PAGO 1030
al correo: mop_dte@paperless.cl
Si no está inscrito en DCYF, hacerlo en el siguiente Link
https://aplicaciones.mop.gob.cl/TramitesDCyF/inicio


Vuelos chárteres Isla Mocha e Isla Santa María DAP DESDE 1042-2-LE24";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2024-02-16";"2024-09-09";"2024-09-09";"2024-09-09";"2024-09-09";NA;1;5;1;7920000;"CLP";7920000;0;"Exento";0;0;7920000;2038;"61.202.000-0";"Dirección de Aeropuertos - VIII Región";7243;"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"Obras Públicas";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Talcahuano";"Región del Biobío ";"CL";18555;"77.480.540-0";"Servicios aéreos y fotográficos Aero  Data Limitad";19256;"Servicios aéreos y fotográficos Aero  Data Limitad";"OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS ";"Concepción";"Región del Biobío ";"Chile";"22-08-007";0;"CL";12;2;"1042-2-LE24";NA;133731054;78111500;"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte aéreo de pasajeros";78111503;"Viajes o arriendos en vuelos chárteres";"Servicios de transporte, almacenaje y correo";"Transporte de pasajeros";"Transporte aéreo de pasajeros";"SERVICIOS DE: VUELO CHARTER PARA TRAMO CONCEPCION, ISLA SANTA MARÍA, ISLA MOCHA, Y CONCEPCION TRASLADANDO A PERSONAL MOP. DIRECCION DE AEROPUERTOS DE LA REGIÓN DEL MAULE, ÑUBLE Y BIOBIO Y REGIÓN DEL BIO-BIO, 

El servicio por vuelo Chárter es sólo por e";"TRANSPORTE PASAJEROS 
VALOR POR VUELO:
1.320.000 CLP
VALOR 6 VUELOS:
7.920.000 CLP
FACTURAS EXENTAS DE IVA.
";6;"Unidad";"CLP";1320000;0;0;0;7920000;"30 dias contra la recepcion conforme de la factura"
49904806;"1216085-187-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1216085-187-SE24";"SUMINISTRO PARA DROGUERIA";"SUMINISTRO PARA DROGUERIA, LABORATORIO WINPHARM";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-02";"2024-02-19";"2024-02-23";"2024-09-02";NA;1;4,19047619047619;21;327250;"CLP";327250;52250;"IVA";0;0;275000;1216085;"70.983.600-5";"Adquisiciones";1803814;"CORP MUNICIPAL PARA EL DESARROLLO SOCIAL";"Otros";"Educación - Salud- Menores";"Villa Alemana";"Región de Valparaíso ";NA;586852;"76.079.782-0";"WINPHARM";1160440;"WINPHARM SPA";"VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS";"Pudahuel";"Región Metropolitana de Santiago";"Chile";"0401010002";19;"";7;2;"1216085-9-LQ23";NA;133753808;42171900;"Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia";42171903;"Cajas de medicamentos de servicios médicos de urge";"Equipamiento y suministros médicos";"Artículos médicos para urgencias y atención en terreno";"Contenedores de almacenaje para servicios médicos de urgencia";"VASELINA LIQUIDA MEDICINAL SOLUCION ORAL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO 200-250 ML
";"VASELINA LIQUIDA MEDICINAL SOLUCION ORAL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO 200-250 ML
";100;"Unidad";"CLP";2500;0;0;0;250000;"30 dias contra la recepcion conforme de la factura"
49904806;"1216085-187-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1216085-187-SE24";"SUMINISTRO PARA DROGUERIA";"SUMINISTRO PARA DROGUERIA, LABORATORIO WINPHARM";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-02";"2024-02-19";"2024-02-23";"2024-09-02";NA;1;4,19047619047619;21;327250;"CLP";327250;52250;"IVA";0;0;275000;1216085;"70.983.600-5";"Adquisiciones";1803814;"CORP MUNICIPAL PARA EL DESARROLLO SOCIAL";"Otros";"Educación - Salud- Menores";"Villa Alemana";"Región de Valparaíso ";NA;586852;"76.079.782-0";"WINPHARM";1160440;"WINPHARM SPA";"VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS";"Pudahuel";"Región Metropolitana de Santiago";"Chile";"0401010002";19;"";7;2;"1216085-9-LQ23";NA;133753807;42171900;"Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia";42171903;"Cajas de medicamentos de servicios médicos de urge";"Equipamiento y suministros médicos";"Artículos médicos para urgencias y atención en terreno";"Contenedores de almacenaje para servicios médicos de urgencia";"ACICLOVIR 5% CREMA TUBO O POMO 15 G. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO
";"ACICLOVIR 5% CREMA TUBO O POMO 15 G. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO
";50;"Unidad";"CLP";500;0;0;0;25000;"30 dias contra la recepcion conforme de la factura"
49906105;"1212563-16-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-16-SE24";"ALFA 20 A SERVICIO DE DESRATIZACION";"SERVICIO PARA DESRATIZAR CENTROS SEÑALADOS EN INFORME TECNICO CON SUMA URGENCIA PARA EVITAR PROBLEMAS SANITARIOS";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-03";"2024-09-03";"2024-04-15";"2024-09-03";NA;1;0;0;28857500;"CLP";28857500;4607500;"IVA";0;0;24250000;1212563;"60.511.050-9";"EMERGENCIAS";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"EMERGENCIAS";"Valparaíso";"Región de Valparaíso ";"CL";1102515;"77.082.369-2";"Control PLagas";1693204;"Dominguez Fuentealba  SPA";"FUMIGACIÓN, GASFITERIA Y REPARACIÓN DE MUEBLES";"San Bernardo";"Región Metropolitana de Santiago";"Chile";"190";19;"CL";12;2;"";NA;133758259;72102100;"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Control de plagas";72102103;"Servicios de exterminación o fumigación";"Servicios de construcción y mantenimiento";"Servicios de atención, mantenimiento y reparaciones de edificios";"Control de plagas";"";"SERVICIO DE DESRATIZACION CENTROS";6;"Unidad no definida";"CLP";250000;0;0;0;1500000;"30 dias contra la recepcion conforme de la factura"
49906105;"1212563-16-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-16-SE24";"ALFA 20 A SERVICIO DE DESRATIZACION";"SERVICIO PARA DESRATIZAR CENTROS SEÑALADOS EN INFORME TECNICO CON SUMA URGENCIA PARA EVITAR PROBLEMAS SANITARIOS";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-03";"2024-09-03";"2024-04-15";"2024-09-03";NA;1;0;0;28857500;"CLP";28857500;4607500;"IVA";0;0;24250000;1212563;"60.511.050-9";"EMERGENCIAS";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"EMERGENCIAS";"Valparaíso";"Región de Valparaíso ";"CL";1102515;"77.082.369-2";"Control PLagas";1693204;"Dominguez Fuentealba  SPA";"FUMIGACIÓN, GASFITERIA Y REPARACIÓN DE MUEBLES";"San Bernardo";"Región Metropolitana de Santiago";"Chile";"190";19;"CL";12;2;"";NA;133758258;72102100;"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Control de plagas";72102103;"Servicios de exterminación o fumigación";"Servicios de construcción y mantenimiento";"Servicios de atención, mantenimiento y reparaciones de edificios";"Control de plagas";"";"SERVICIO DE DESRATIZACION ESCOMBRERAS";5;"Unidad no definida";"CLP";250000;0;0;0;1250000;"30 dias contra la recepcion conforme de la factura"
49906105;"1212563-16-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-16-SE24";"ALFA 20 A SERVICIO DE DESRATIZACION";"SERVICIO PARA DESRATIZAR CENTROS SEÑALADOS EN INFORME TECNICO CON SUMA URGENCIA PARA EVITAR PROBLEMAS SANITARIOS";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-03";"2024-09-03";"2024-04-15";"2024-09-03";NA;1;0;0;28857500;"CLP";28857500;4607500;"IVA";0;0;24250000;1212563;"60.511.050-9";"EMERGENCIAS";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"EMERGENCIAS";"Valparaíso";"Región de Valparaíso ";"CL";1102515;"77.082.369-2";"Control PLagas";1693204;"Dominguez Fuentealba  SPA";"FUMIGACIÓN, GASFITERIA Y REPARACIÓN DE MUEBLES";"San Bernardo";"Región Metropolitana de Santiago";"Chile";"190";19;"CL";12;2;"";NA;133758257;72102100;"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Control de plagas";72102103;"Servicios de exterminación o fumigación";"Servicios de construcción y mantenimiento";"Servicios de atención, mantenimiento y reparaciones de edificios";"Control de plagas";"";"SERVICIO DE DESRATIZACION CENTROS MOVILES DE SALUD";17;"Unidad no definida";"CLP";250000;0;0;0;4250000;"30 dias contra la recepcion conforme de la factura"
49906105;"1212563-16-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1212563-16-SE24";"ALFA 20 A SERVICIO DE DESRATIZACION";"SERVICIO PARA DESRATIZAR CENTROS SEÑALADOS EN INFORME TECNICO CON SUMA URGENCIA PARA EVITAR PROBLEMAS SANITARIOS";"SE";"Emergencia, urgencia o imprevisto";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-19";"2024-09-03";"2024-09-03";"2024-04-15";"2024-09-03";NA;1;0;0;28857500;"CLP";28857500;4607500;"IVA";0;0;24250000;1212563;"60.511.050-9";"EMERGENCIAS";7196;"DELEGACIÓN PRESIDENCIAL REGIONAL DE VALPARAÍSO";"Gob. Central, Universidades";"EMERGENCIAS";"Valparaíso";"Región de Valparaíso ";"CL";1102515;"77.082.369-2";"Control PLagas";1693204;"Dominguez Fuentealba  SPA";"FUMIGACIÓN, GASFITERIA Y REPARACIÓN DE MUEBLES";"San Bernardo";"Región Metropolitana de Santiago";"Chile";"190";19;"CL";12;2;"";NA;133758256;72102100;"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Control de plagas";72102103;"Servicios de exterminación o fumigación";"Servicios de construcción y mantenimiento";"Servicios de atención, mantenimiento y reparaciones de edificios";"Control de plagas";"";"SERVICIO DE DESRATIZACION OLLAS COMUNES";69;"Unidad no definida";"CLP";250000;0;0;0;17250000;"30 dias contra la recepcion conforme de la factura"
49923201;"1549-1114-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1549-1114-SE24";"1549-169-LQ23 SUMINISTRO DE PRÓTESIS DE HOMBRO CON MOTOR E INSTRUMENTAL PARA SU USO";"DSP/RES.EX N° 1535 de fecha 25.04.2024
N° INTERNO ABASTECIMIENTO=361/2024
Despacho se solicitará en forma PARCIAL/TOTAL mediante orden de compra interna a través de correo electrónico. La cual deben adjuntar junto con la guía/factura valorizada cuando se efectué el despacho.

Al emitir la factura, ingresar mail dipresrecepcion@custodium.com, donde se solicita casilla electrónica
La factura se emite al momento que el estado de la Orden de compra sea “recepción conforme”, de no ser así, factura será rechazada por el sistema. La factura debe llevar el número de la orden de compra”.
DESPACHAR EN AV SAN JOSE #1030 DE LUNES A JUEVES DESDE LAS 08:00 HASTA LAS 15:00 HRS, VIERNES DESDE LAS 08:00 HASTA 14:00 HRS
";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-22";"2024-09-13";"2024-09-13";"2024-09-13";"2024-09-13";NA;1;5;2;80325000;"CLP";80325000;12825000;"IVA";0;0;67500000;2545;"61.608.002-4";"Hospital San  José";7406;"SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE";"Salud";"Salud";"Independencia";"Región Metropolitana de Santiago";"CL";24158;"83.001.500-0";"Importadora Helico Ltda.";24533;"IMPORTADORA HELICO LTDA";"VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENE";"Providencia";"Región Metropolitana de Santiago";"Chile";"14717";19;"CL";7;2;"1549-169-LQ23";NA;133810145;42294200;"Equipamiento y suministros médicos / Productos quirúrgicos / Juegos de instrumentos, sistemas y bandejas quirúrgicos";42294209;"Sistemas de instrumentos de fijación de trauma ortopédico";"Equipamiento y suministros médicos";"Productos quirúrgicos";"Juegos de instrumentos, sistemas y bandejas quirúrgicos";"Prótesis Total Anatómica Sin Vástago (“stemless”)";"PROT_HEL PRÓTESIS TOTAL ANATÓMICA SIN VÁSTAGO. SE OFERTA SISTEMA PRÓTESIS DE HOMBRO AFFINIS SHORT, MARCA MATHYS, PROCEDENCIA SUIZA. SE ENTREGARÁN CAJAS QUIRÚRGICAS IMPLANTES + INSTRUMENTAL, MOTOR Y ASISTENCIA TÉCNICA EN PABELLÓN, SEGÚN LO SOLICITADO EN BA";1;"Global";"CLP";16875000;0;0;0;16875000;"30 dias contra la recepcion conforme de la factura"
49923201;"1549-1114-SE24";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1549-1114-SE24";"1549-169-LQ23 SUMINISTRO DE PRÓTESIS DE HOMBRO CON MOTOR E INSTRUMENTAL PARA SU USO";"DSP/RES.EX N° 1535 de fecha 25.04.2024
N° INTERNO ABASTECIMIENTO=361/2024
Despacho se solicitará en forma PARCIAL/TOTAL mediante orden de compra interna a través de correo electrónico. La cual deben adjuntar junto con la guía/factura valorizada cuando se efectué el despacho.

Al emitir la factura, ingresar mail dipresrecepcion@custodium.com, donde se solicita casilla electrónica
La factura se emite al momento que el estado de la Orden de compra sea “recepción conforme”, de no ser así, factura será rechazada por el sistema. La factura debe llevar el número de la orden de compra”.
DESPACHAR EN AV SAN JOSE #1030 DE LUNES A JUEVES DESDE LAS 08:00 HASTA LAS 15:00 HRS, VIERNES DESDE LAS 08:00 HASTA 14:00 HRS
";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2024-02-22";"2024-09-13";"2024-09-13";"2024-09-13";"2024-09-13";NA;1;5;2;80325000;"CLP";80325000;12825000;"IVA";0;0;67500000;2545;"61.608.002-4";"Hospital San  José";7406;"SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE";"Salud";"Salud";"Independencia";"Región Metropolitana de Santiago";"CL";24158;"83.001.500-0";"Importadora Helico Ltda.";24533;"IMPORTADORA HELICO LTDA";"VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENE";"Providencia";"Región Metropolitana de Santiago";"Chile";"14717";19;"CL";7;2;"1549-169-LQ23";NA;133810146;42294200;"Equipamiento y suministros médicos / Productos quirúrgicos / Juegos de instrumentos, sistemas y bandejas quirúrgicos";42294209;"Sistemas de instrumentos de fijación de trauma ortopédico";"Equipamiento y suministros médicos";"Productos quirúrgicos";"Juegos de instrumentos, sistemas y bandejas quirúrgicos";"Prótesis Total Reversa de Vástago largo (“standard stem”), con modelo medializado tipo Grammont";"PROT_HEL PRÓTESIS TOTAL REVERSA DE VÁSTAGO LARGO. SE OFERTA SISTEMA PRÓTESIS DE HOMBRO AFFINIS INVERSA ANATÓMICA, MARCA MATHYS, PROCEDENCIA SUIZA. SE ENTREGARÁN CAJAS QUIRÚRGICAS IMPLANTES + INSTRUMENTAL, MOTOR Y ASISTENCIA TÉCNICA EN PABELLÓN, SEGÚN LO S";1;"Global";"CLP";16875000;0;0;0;16875000;"30 dias contra la recepcion conforme de la factura"
